airtable_id,agv_type,product_name,service_coverage,source_notes,active,company_id,product_id,is_oem_product,base_model_id,product_description,distribution_model
recGPV6fxOcHJtpHf,Mobile AMR,MAXOLUTION TV015,EU,"sew-eurodrive.at MAXOLUTION Mobile Assistance Systems TV015. Transport vehicle, 1500kg. Configurable nav (tape/inductive/SLAM). MEDIUM-HIGH.",true,recBp0jsgCvbubRbL,428e30db-a22d-4976-8df4-f818782fd09e,,recE4NCZsuCcdKgLb,,
recGWtG0eHga4TSdm,Forklift AGV,VisionNav VNE35,EU,"visionnav.com VNE35. Counterbalance truck AGV, 3500kg, lift 3000mm std (opt 4500mm), aisle 4430mm, 2.2 m/s. HIGH confidence.",true,recukyJanezH7UdIk,5f4a646e-c32d-4bc5-ba31-d188cdc93959,,recF0YbTF0POLRIao,,
recGizdd9YCk4hF6M,Mobile AMR,Movu ifollow iL300,EU,"movu-robotics.com / ifollow.fr. ifollow family, 300kg variant. Stereo cameras + long-range LiDAR, 360° natural-feature SLAM. HIGH confidence on payload.",true,reczTC0zu3eDGWybk,e1c7ce8a-a215-485f-a77b-e25c26744bdc,,rec6gLXAHVPXCoQ8J,,
recGkc7ZPQjkNkDeO,Forklift AGV,Linde R-MATIC,EU,"linde-mh.com R-MATIC. Reach truck AGV, 1600kg, lift 11000mm, aisle 2900mm, ~1.95 m/s, SLAM + 3D camera. OEM: Balyo REACHY. HIGH confidence. NOT VNA (2.9m aisle).",true,rec8aaW4EIEDGlEe0,548e807b-9e3b-4447-987e-5d3327124009,true,recOaX47RST2c545R,,
recHFGjs1oVUhtneB,Mobile AMR,MiR1000,EU,"MiR1000 (legacy, predecessor to MiR1350). 1000kg, 2.0 m/s, SLAM, Li-Ion. MEDIUM confidence — present on distributor listings.",true,rec3kotWF4mpX7RTU,ce69a04a-3f89-4928-b26a-45c38b906cdb,,recLunhsGTuIFvO3j,,
recHipEfxgszrikac,Mobile AMR,AGILOX OFL,EU|Global,robotiqhub agilox-ofl,true,reczVbLhhjMOYTRDU,96c4950a-c7ad-47dd-baec-eaad3aeed606,true,recxpgueeUMZEPA7I,"NEW (LogiMAT 2025); omnidirectional free-lift AMR; 800kg; up to 1,200mm station height; 1655x800x1988mm; X-SWARM",Direct|Dealer Network
recHox6yL0KQF30I1,Mobile AMR,Geek+ M-Series (Transport),EU|Global,geekplus.com/m-series; agvnetwork MP1000R,true,recAt0MsnmNI40XJ6,55162f5e-fe1a-413d-8bf4-752c9c84505c,true,recg9byCsxtCK2IYl,"Transport AMR underride; up to 1,000-1,200kg; SLAM+QR; rotation false; grid false; modular",Direct|Dealer Network
recIfvAJu1RaFBX0q,Forklift AGV,KIVNON K50 Pallet Truck,EU,kivnon.com K50 (homepage listing + press). Pallet truck AGV. Payload/lift/speed not confirmed — all NULL until OEM datasheet accessed. MEDIUM type confidence.,true,rec7yndnVdYy5eTUb,02d0b44f-6099-4422-878c-88b3dfdc9dbd,,recu7yegX5D6L2TyL,,
recJ3iujQEbOuQDiS,Mobile AMR,Movu ifollow iL 600,EU,"Underride AMR. Technology originally from iFollow (France, founded 2017), acquired by stow Group 2022, rebranded as Movu Robotics 2023. HQ: Lokeren (near Antwerp), Belgium. Payload variants: iL 300 (300kg), iL 600 (600kg), iL 1000 (1000kg), iL 1200 (1200kg) — all share identical 1340×760×170mm frame. Navigation: LiDAR + stereoscopic camera SLAM, fully autonomous, no reflectors/tapes/QR codes required. Operating temperature -25°C to +40°C (cold storage capable with battery thermal protection). Fleet: up to 200 robots. WMS integration via 'plugs into all known WMS'. Fleet control: proprietary Movu WES (Warehouse Execution System) web interface. NOTE: atlas (ASRS pallet shuttle) and escala (ASRS climbing robot) products are EXCLUDED per 'ASRS: machen wir nicht' rule. Battery type not explicitly confirmed; -25°C capability implies specialty Li-Ion with thermal management.

Source: https://www.movu-robotics.com/en/ifollow-amr-robots",true,reczTC0zu3eDGWybk,2258922b-742e-4e33-ba40-a4d0626afaa0,,recpC505GWj75rLFK,"Underride AMR. Technology originally from iFollow (France, founded 2017), acquired by stow Group 2022, rebranded as Movu Robotics 2023. HQ: Lokeren (near Antwerp), Belgium. Payload variants: iL 300 (300kg), iL 600 (600kg), iL 1000 (1000kg), iL 1200 (1200kg) — all share identical 1340×760×170mm frame. Navigation: LiDAR + stereoscopic camera SLAM, fully autonomous, no reflectors/tapes/QR codes required. Operating temperature -25°C to +40°C (cold storage capable with battery thermal protection). Fleet: up to 200 robots. WMS integration via 'plugs into all known WMS'. Fleet control: proprietary Movu WES (Warehouse Execution System) web interface. NOTE: atlas (ASRS pallet shuttle) and escala (ASRS climbing robot) products are EXCLUDED per 'ASRS: machen wir nicht' rule. Battery type not explicitly confirmed; -25°C capability implies specialty Li-Ion with thermal management.",
recJFSPBhYlG3A0AG,Forklift AGV,VisionNav VNSL14,EU,"visionnav.com VNSL14. Slim pallet stacker AGV, 1400kg, lift 1600mm (opt 3000mm), aisle 2250mm, 1.3 m/s. NOT VNA despite narrow aisle — slim low-lift stacker. HIGH confidence.",true,recukyJanezH7UdIk,58243842-a624-49ed-b5fc-9c3d4cc377dc,,recV8UYophsPw7GHc,,
recJG9UeqygYcDizI,Mobile AMR,KIVNON K07,EU,"kivnon.com K07. Rotational platform mobile robot, 600-1500kg range. Nav type: SLAM or QR (MEDIUM). Payload MEDIUM (range-level). Recommend spec verification.",true,rec7yndnVdYy5eTUb,5660e0b1-86ee-4431-bd9a-72cda8dc171b,,rechBXY8fA6JHqjbx,,
recJI9UvHqnYkjznr,Mobile AMR,OTTO 100,EU,"ottomotors.com OTTO 100. Compact underride AMR, 150kg payload (model number ≠ payload), 2.0 m/s.",true,recoyLjc5lkqQQtKL,c56cd9d2-09ca-4696-82e0-491ef1b03467,,recL5oZVDep5mpLt6,,
recJh6VpBf7pF9pAd,Mobile AMR,MiR100,EU,"mobile-industrial-robots.com MiR100 (legacy). 100kg, 1.5 m/s, SLAM. Still sold through distributors. HIGH confidence.",true,rec3kotWF4mpX7RTU,21b1dbfb-6b83-48a2-90c4-c293daf19a50,,recP6U5SgtqSwCSbz,,
recJi7YiOMXJO835n,Forklift AGV,Alstef GL,EU,"alstefgroup.com AGV/AMR range. GL fork-over forklift AGV, lift 1000-3000mm. Payload/speed not confirmed — NULL. MEDIUM confidence.",true,recqURrzWQCNcvx5y,dc44d119-8440-4355-ba0f-26ca5f7ab3a3,,recMuOVmWWCtUhZoW,,
recJtrvNXm0f5feag,Mobile AMR,STILL ACH 15 iGo,EU,"data.still.de VDI 2198 datasheet AXH/ACH. Underride AMR, 1500kg, lift 60mm (jacking), 1.5 m/s, QR-code navigation, Li-Ion 48V, aisle 1897mm. HIGH confidence.",true,recOxIAGR6tkmh8Sc,ae9b493c-d251-400c-82b6-b87addd89dc1,,recN6I5FdPY0Iy7HM,,
recLnmxO0MRNQjWxx,Mobile AMR,KNAPP Open Shuttle 50 ASG,EU,"KNAPP Product Folder Open Shuttle 2024 (PDF). AMR for PCB magazines/trays, 50kg, 1.5 m/s, SLAM, LiFePo4, integrated width adjustment. 932×800×1794mm. HIGH confidence.",true,rec6rUDyeGz1KEUZR,52d0b79b-0a39-489b-b3d5-e45fef4ff646,,recYDa5d0UY3nTUlw,,
recLyhQ1HmByZOjur,Mobile AMR,OTTO 750,EU,"ottomotors.com OTTO 750. Heavy underride AMR, 750kg, 2.0 m/s, 3×LiDAR + 3D camera SLAM, Li-Ion 51.2V. HIGH confidence (datasheet PDF verified).",true,recoyLjc5lkqQQtKL,2d1d01a6-bd10-4662-a5d3-2d8101fe27be,,recuwsdkqBc03DGSe,,
recM9jb2bDGCIKT7n,Forklift AGV,FM-X iGo,EU|Global,still.co.uk/ifoy (IFOY 2025),true,recOxIAGR6tkmh8Sc,b63350ba-10d6-464f-a01f-a0975ce46ed9,true,recVVvZ1svGenczKu,"Automated reach truck; 2,500kg; 9.8m storage height; 3,000mm aisle; Li-Ion; IFOY 2025 winner",Direct|Dealer Network
recMFxzZMlriVMnHu,Mobile AMR,Geek+ SkyCube,EU|Global,streamtecheng.com geekplus skycube,true,recAt0MsnmNI40XJ6,db4109ca-3429-4f7d-a9ed-533a0d0c6cf6,true,recgQcS093VErHnez,Multilevel G2P system; P+X-series; full-pallet+tote+pick to ground stations; 5-8x density; ~550 picks/hr ref,Integrator only (project)
recMIsLkeDqtHXZWX,Forklift AGV,Toyota RAE160 Autopilot,EU,"toyota-forklifts.eu RAE160-250 range. Reach truck AGV, 1600kg, lift ~11000mm (range-level; not per-variant confirmed), 2.0 m/s, dual nav (reflector + natural feature), Li-Ion. HIGH confidence on type/payload/speed; lift MEDIUM.",true,recxPqJCeWxlTqf4V,86203462-0063-42b4-baa7-ba9275349e3b,,recWjch4z6R5HAUKL,,
recMMOvhlyYEj4vuv,Tugger AGV,Alstef CM,EU,"alstefgroup.com AGV range. CM powered-conveyor tugger, up to 1500kg load (1-4 loads), transfer height 500mm. Speed not confirmed. MEDIUM confidence.",true,recqURrzWQCNcvx5y,7cfe3bd5-204e-400a-9f53-d872c3dc3771,,recu8Xk8UlAvVmOjH,,
recMNiweXmFRYYMMA,Mobile AMR,Alstef Loadstar,EU,"Compact 'turtle' platform AMR for unitary pallet transport. Replaces traditional conveyor systems. Payload 1400kg, dimensions 1420×790×425mm (LxWxH with platform retracted), 80mm lift stroke for pallet pick-up. Described as saving up to 20% floor space. Li-Ion battery. Navigation: environment geometry scanning (SLAM/natural feature), no infrastructure modifications required. Fleet: OPAL (Alstef proprietary). BA Systèmes SAS / Alstef Mobile Robotics, founded ~1973, HQ near Rennes, France. Max speed not confirmed in public specs — left null. NOTE: 'SHERPA family' not applicable to BA Systèmes products; SHERPA Mobile Robotics is a separate company.

Source: https://alstefgroup.com/intralogistics-solutions/our-products/agv-amr/agv-amr-range/",true,recqURrzWQCNcvx5y,9dde5eba-db1c-491c-96d4-e4558fd8d9de,,recApGRa6Ei9eEqRu,"Compact 'turtle' platform AMR for unitary pallet transport. Replaces traditional conveyor systems. Payload 1400kg, dimensions 1420×790×425mm (LxWxH with platform retracted), 80mm lift stroke for pallet pick-up. Described as saving up to 20% floor space. Li-Ion battery. Navigation: environment geometry scanning (SLAM/natural feature), no infrastructure modifications required. Fleet: OPAL (Alstef proprietary). BA Systèmes SAS / Alstef Mobile Robotics, founded ~1973, HQ near Rennes, France. Max speed not confirmed in public specs — left null. NOTE: 'SHERPA family' not applicable to BA Systèmes products; SHERPA Mobile Robotics is a separate company.",
recMOwYpMmQcEtCwm,Mobile AMR,SAFELOG AGV X1,EU,"safelog.de AGV X1. Low-lift underride AMR, 1200kg, lift 80mm (under-pallet only), LiDAR SLAM. MEDIUM.",true,recFnzzgpAvw62jDy,25198045-bbeb-4782-896c-41f2ab8fae77,,rec7qDQNeF1vZ2xEh,,
recMbLLjK4yANcqqV,Forklift AGV,MaxMover CB D2000,EU,"oceaneering.com MaxMover CB D 2000 product page. Counterbalance forklift AGV, 2000kg / 4400lb, lift 5000mm, 2.0 m/s, natural-feature nav.",true,rec8blP7rKmtibWcx,ffc41b43-d38a-4e9b-8cd5-dcb7f4778647,,recCNpYnJ0zOl8BX3,,
recN2Ty53NhifVrfk,Forklift AGV,Jungheinrich ERE 225a,EU,"jungheinrich.co.uk ERE 225a. Automated low-level / powered pallet truck, 2500kg, lift 125mm (low-lift only), 2.0 m/s, laser reflector nav, Li-Ion. HIGH confidence.",true,recoAvZXd1iBbz0KJ,15229168-81f2-4470-82fb-9d5330c23f23,,rec7mYoTY7385sLpj,,
recNbOUpi6JQGdjlR,Mobile AMR,Omron MD-900,EU,"robotics.omron.com MD-900. MD-series (2023+), 900kg, 1.8 m/s, SLAM, Li-Ion fast-charge. HIGH confidence.",true,receHK0TwbfKpgoWJ,b43d47e5-705f-49ad-a9b3-c6be68ae481b,,recABqzS8cYLvlQlb,,
recNxanyZi9KPsou0,Tugger AGV,K05 (Underride),EU|Global,"mobile-robots.com/kivnon (K05: 500kg, 215kg, 800x800x280)",true,rec7yndnVdYy5eTUb,7653ed29-6c0b-4de6-82fa-15cbeec257e8,true,recql0KJTSjdDGqRX,Compact underride AGV; 500kg; 800x800 square chassis; 360° rotational; push-from-beneath; CE+TÜV,Direct|Dealer Network
recO8eV2Fst3p8QB7,Forklift AGV,VisionNav VNE30,EU,"visionnav.com VNE30. Counterbalance truck AGV, 3000kg, lift 3000mm std (opt 4500mm), aisle 4430mm, 2.2 m/s. HIGH confidence.",true,recukyJanezH7UdIk,cc94ce19-e48e-4b94-a909-949403423f5d,,recX6SgB9zp0hjxsx,,
recOBZ1oftoR4UfJ2,Mobile AMR,GreyOrange Ranger RIL-L,EU,"mobile-robots.com + RIL brochure. Ranger Intralogistics-L, 1000kg, 2.0 m/s, 2D LiDAR SLAM (GreyMatter). HIGH confidence. Note: RU-L (existing DB) may share identical chassis — verify before field-level matching.",true,recjfvPS6rpvUpcKt,39cbb7a3-c989-4c32-a87c-b766db32317d,,recqUOkKuS2AK7ffN,,
recOKjuG0d3CM4QGb,Forklift AGV,EXV iGo,EU|Global,synaos.com still-exv-16-igo; still.de IFOY 2024,true,recOxIAGR6tkmh8Sc,7d794d5f-bd35-401f-be4b-660c236780f3,true,recmWrEoOVNCK0g0L,Automated high-lift pallet truck; production logistics + pre-storage; IFOY 2024 winner,Direct|Dealer Network
recOwYNex0xBasPU6,Mobile AMR,Linde C-MATIC,EU,"linde-mh.com C-MATIC. Underride transport AMR (NOT Balyo-based — uses QR-code/floor navigation). Available in 10 (1000kg) and 15 (1500kg) variants; 15 used. ~1.2 m/s, no mast/lift. HIGH confidence.",true,rec8aaW4EIEDGlEe0,1da4426c-85de-4b61-9014-789ee34952f6,,rechYjdnKczPDTw7o,,
recPCc8hyuhhfqRv9,Mobile AMR,AGILOX NFK,EU,"agilox.net datasheet_nfk. Narrow Fork omnidirectional fork AGV (ONE chassis + single fork), 1000kg, lift 620mm, 1.4 m/s, 1511×810×1862mm. HIGH confidence.",true,reczVbLhhjMOYTRDU,305082d8-6576-4c24-8076-b1a1a47aa41c,,recTT9Nz68B3fLITl,,
recPRYwuEwm1iBk4q,Mobile AMR,Stäubli PF6,EU,"staubli.com PF6. Heavy-load platform AGV, 5443kg (12000 lb), ~1.1 m/s, laser/natural-feature, 2390×1320×360mm. HIGH confidence.",true,rec8FExjRRo6svtHS,f7041ac5-971b-44b6-8858-5e43a3ad2c15,,recauHdlFeS7PUYUb,,
recPnPju29c5Lje4V,Mobile AMR,OTTO 1500,EU,ottomotors.com OTTO 1500. Large underride AMR. IMPORTANT: actual payload 1900kg (model '1500' ≠ payload). 2.0 m/s.,true,recoyLjc5lkqQQtKL,3596a6d2-9410-4894-bfca-aba7b4a1616e,,recklFhR8Q0DQ2sZz,,
recPwIYuTG4wbOyLX,Mobile AMR,arculee XS,EU|Global,therobotreport.com/jungheinrich-acquires-arculus 2021,true,recoAvZXd1iBbz0KJ,0864edcd-6379-4620-9eaf-b5138e3449e6,true,recy7Wl3i8YrgziS0,Compact platform AMR; 250kg; 505x540x400mm; 3D SLAM+QR+reflectors; VDA5050; auto intermediate charging; by arculus (JH subsidiary),Direct|Dealer Network
recQgQpH0BgDF71lA,Forklift AGV,LUCY,EU|Global,ds-automotion.com/lucy; qviro lucy,true,recjVkDGpP36pQokQ,4383c97f-0c9e-4f7f-a364-0de0b75ef2cb,true,recupwqtPmEsVMiWq,Compact wheel-arm forklift AGV; 500kg; modular load handling; pallets/roll containers/floor rollers/custom; tight spaces; VDA5050,Direct
recRmEXoKMX7Bi2p5,Mobile AMR,Omron MD-650,EU,"robotics.omron.com MD-650. New MD-series (2023+), medium-duty, 650kg, 2.2 m/s, SLAM, Li-Ion fast-charge (<30 min), 360° dual safety lasers, full reverse travel. HIGH confidence.",true,receHK0TwbfKpgoWJ,75bc2276-8b13-451b-9f68-2fcd3ecbbad1,,reck1HgoOXhkL6dK0,,
recRuuelHtm5sbvmq,Mobile AMR,MiR1200 Pallet Jack,EU|Global,automationinc.com/mir,true,rec3kotWF4mpX7RTU,6e70f065-d0c0-44ce-8185-4eb8b0f5819b,true,rec2fb9FzQa0CTG5k,"Autonomous pallet jack; 1,200kg; 1.5m/s; AI pallet detection; auto pick/place EUR pallets",Direct|Dealer Network
recRyTidRAmDaCODd,Tugger AGV,EZS 350a,EU|Global,mhwmag.com EZS350a launch,true,recoAvZXd1iBbz0KJ,e15912ea-97fb-4183-8891-77902d33808e,true,reccteW3JMdujS8KR,Automated tow tractor; ~5t towing; laser nav; dual-mode auto+manual,Direct|Dealer Network
recSKOe7cPWoZYNQD,Mobile AMR,Hikrobot Q7-1000E,EU,"agvnetwork Hikrobot Q7-1000E. Heavy-duty platform AMR, 1000kg, 2.0 m/s, SLAM/QR. MEDIUM confidence.",true,rec8puMCz7RojpCwA,025e3ec2-24d9-4d96-b13d-74d061249d75,,rec1BqgdLzrnMBiSU,,
recSOWm3vTMO6zFrH,Forklift AGV,Toyota OAE120CB Autopilot,EU,"toyota-forklifts.eu OAE120CB spec sheet (PDF 749988-040 v5). Counterbalance order-picker/stacker AGV ('Optio'), 1200kg, lift 4150mm (Duplex Tele max), aisle 3132mm, 2.2 m/s, dual nav (reflector + natural feature), Li-Ion or lead-acid. HIGH confidence.",true,recxPqJCeWxlTqf4V,85e66e17-4a3b-4dc0-a5f2-52f9367327c6,,rec1R7qiEwT4DywjK,,
recSTkyTmQMzfTIK5,Forklift AGV,Alstef GF10.1,EU,"alstefgroup.com AGV range. GF10.1 counterbalance stacker (low-lift), up to 1500mm. Payload/speed not confirmed — NULL. MEDIUM confidence.",true,recqURrzWQCNcvx5y,bedca437-5bee-4c01-b783-8a561eb7b3dc,,recFs8W8bsA0V7qx9,,
recSg3JojuMr6FgZy,Mobile AMR,Omron LD-250,EU,"Heavy transport AMR, 250kg payload. Larger 969×720mm platform vs LD-60/90. Natural Feature SLAM. PLd safety. Max gradient reduced to 3.0% vs 8.3% for LD-60/90. Battery LiFePO4 72Ah, 10h runtime at full payload, 130-min charge (20-80%). Cleanroom ISO 5 / Class 100 rated. Stop accuracy ±25mm standard target. Fleet FLOW Core max 100 robots; multi-vendor Unified Fleet License. top_module_type=Custom (configurable for different cargo).

Source: https://assets.omron.eu/downloads/datasheet/en/v5/i639_ld-series_mobile_robots_datasheet_en.pdf",true,receHK0TwbfKpgoWJ,cfe977bd-3751-453a-938d-fa13d76514c9,,rectbPilKOG7GMMMn,"Heavy transport AMR, 250kg payload. Larger 969×720mm platform vs LD-60/90. Natural Feature SLAM. PLd safety. Max gradient reduced to 3.0% vs 8.3% for LD-60/90. Battery LiFePO4 72Ah, 10h runtime at full payload, 130-min charge (20-80%). Cleanroom ISO 5 / Class 100 rated. Stop accuracy ±25mm standard target. Fleet FLOW Core max 100 robots; multi-vendor Unified Fleet License. top_module_type=Custom (configurable for different cargo).",
recT8iyRBRd8FM7It,Mobile AMR,MiR200,EU,"MiR200 (legacy successor to MiR100). 200kg, 1.5 m/s, SLAM. Present on regional MiR pages and distributor listings. MEDIUM confidence.",true,rec3kotWF4mpX7RTU,b1aaa700-6393-4c3c-ae89-91db594b1c51,,recSKwIYGWLbU3j2Q,,
recTOEXUfDv2RyNp7,Mobile AMR,SAFELOG AGV S3,EU,"safelog.de AGV S3. Light underride AMR, 150kg, LiDAR SLAM. MEDIUM.",true,recFnzzgpAvw62jDy,120ffbbc-5846-4a6b-9c4c-5827654aba0e,,reca5Eg0jrsCaYH11,,
recTU15WIPucbCLoc,Mobile AMR,Hikrobot Q7-1000D,EU,"agvnetwork Hikrobot Q7-1000D. Heavy-duty platform AMR, 1000kg, 1.8 m/s, SLAM/QR. MEDIUM confidence.",true,rec8puMCz7RojpCwA,8b596e05-13b3-4f2e-a6fa-a7f412cd7e49,,recl8TnpPVwx8oXkA,,
recTUZMoqt7vmBjzK,Forklift AGV,Hikrobot F3-1500,EU,"FMR (Forklift Mobile Robot) pallet mover. 200mm lifting height = floor-level pallet transport only (not stacking). 1500kg payload, max 2.1 m/s, large footprint 1632×870×1943mm. Laser SLAM navigation, ±10mm accuracy. drive_type=Pallet Mover; forks_free_floating=FALSE (Pallet Mover rule); stacking_capability=FALSE (200mm lift insufficient for rack stacking). Fleet: RCS 2000 (centralized). CE marked. battery_type set to Li-Ion per Hikrobot FMR-range standard (Q7 LMR confirmed LiFePO4, F4 confirmed Li-Ion); F3-1500-specific capacity/charge time not published.

Source: https://www.hikrobotics.com/en/mobilerobot/FMR/",true,rec8puMCz7RojpCwA,7e694d32-894f-45a6-a658-29c41ea090db,,recPYeFNde9NYFwMN,"FMR (Forklift Mobile Robot) pallet mover. 200mm lifting height = floor-level pallet transport only (not stacking). 1500kg payload, max 2.1 m/s, large footprint 1632×870×1943mm. Laser SLAM navigation, ±10mm accuracy. drive_type=Pallet Mover; forks_free_floating=FALSE (Pallet Mover rule); stacking_capability=FALSE (200mm lift insufficient for rack stacking). Fleet: RCS 2000 (centralized). CE marked. battery_type set to Li-Ion per Hikrobot FMR-range standard (Q7 LMR confirmed LiFePO4, F4 confirmed Li-Ion); F3-1500-specific capacity/charge time not published.",
recTcRPF4cV0c7vWi,Forklift AGV,Hikrobot F1-300T-A,EU,"agvnetwork.com / hikrobotics.com F1-300T-A. Forklift AMR, 300kg, lift 340mm, SLAM. Speed not confirmed. MEDIUM confidence.",true,rec8puMCz7RojpCwA,d0698fe4-aa6d-4e59-ac1f-a739222f8eee,,recS8A4IcKftKBUNc,,
recU85zHdhcA5nF7C,Forklift AGV,MLR Mayesto,EU,"mlr.de / mobile-robots.com directory. Transport AGV, 1500kg, 2.7 m/s. MEDIUM confidence (directory source).",true,reck9mB0hzWs4tHYB,080003e3-aad8-445b-8153-dd5c7eecc6bd,,recpS3nydgZpHFe0o,,
recUTeUVTzXVQim0h,Mobile AMR,Movu ifollow iL1000,EU,"movu-robotics.com / ifollow.fr. ifollow family, 1000kg variant. Stereo cameras + long-range LiDAR, 360° natural-feature SLAM. HIGH confidence on payload.",true,reczTC0zu3eDGWybk,25456b05-f47e-4f73-9881-6d9a7a04bd56,,rec8H13ejRDfXRytT,,
recUttBqAMV9Zybsh,Forklift AGV,Toyota Autopilot SAI125CB,EU,"Swarm Automation Transport flagship. Dual navigation (reflector OR natural SLAM, or combined). Min aisle width from product page ('3m rack aisle'). Forks free-floating confirmed: 'counterweight and free-hanging forks, eliminating the need for support arms'. Handles open EU pallets AND closed double-deck pallets in same workflow. Auto-charging Li-Ion 300Ah standard.

Source: https://toyota-forklifts.eu/automated-solutions/automated-counterbalanced-stacker/",true,recxPqJCeWxlTqf4V,7b8b79f2-8607-4ee0-98aa-082046c36174,,recHgsU2a7gTZw1R5,"Swarm Automation Transport flagship. Dual navigation (reflector OR natural SLAM, or combined). Min aisle width from product page ('3m rack aisle'). Forks free-floating confirmed: 'counterweight and free-hanging forks, eliminating the need for support arms'. Handles open EU pallets AND closed double-deck pallets in same workflow. Auto-charging Li-Ion 300Ah standard.",
recV1ZuwfTEwOIwSc,Mobile AMR,Geek+ P800R,EU,"geekplus.com P-Series shelf-to-person AMR. P800R, 600kg, 2.0 m/s, SLAM. MEDIUM confidence.",true,recAt0MsnmNI40XJ6,8db13458-af33-4770-ab18-ae0d551f2e18,,recvEydpnWVdii8Fz,,
recV7jCiGf0qnVPXi,Mobile AMR,Hikrobot Q7-1500D,EU,"LMR (Latent Mobile Robot) — underride shelf/carrier transport AMR. Goes under racks or carriers using built-in lifting mechanism. Navigation: Laser SLAM (natural) + optional QR code floor markers (dual mode; 'Q7-1500-D 2D Code' is the QR variant). Entry set to Natural Feature SLAM / infrastructure_required=0 for the natural nav variant. Payload 1500kg, speed 1.5 m/s, 1180×860×265mm, 8h runtime, ≤2h charge. Accuracy ±10mm. Fleet: RCS 2000 (proprietary fleet management, centralized, mixed-fleet capable). iWMS integrates with WMS. VDA5050 confirmed for Q3-600 model in same LMR family; not yet confirmed for Q7-1500D. Hikrobot is a HIKVISION subsidiary. CE marked.

Source: https://www.hikrobotics.com/en/mobilerobot/LMR/",true,rec8puMCz7RojpCwA,21cbd82f-5386-439d-97fa-84bd2d93698e,,recdF9PIdFzrKQHQv,"LMR (Latent Mobile Robot) — underride shelf/carrier transport AMR. Goes under racks or carriers using built-in lifting mechanism. Navigation: Laser SLAM (natural) + optional QR code floor markers (dual mode; 'Q7-1500-D 2D Code' is the QR variant). Entry set to Natural Feature SLAM / infrastructure_required=0 for the natural nav variant. Payload 1500kg, speed 1.5 m/s, 1180×860×265mm, 8h runtime, ≤2h charge. Accuracy ±10mm. Fleet: RCS 2000 (proprietary fleet management, centralized, mixed-fleet capable). iWMS integrates with WMS. VDA5050 confirmed for Q3-600 model in same LMR family; not yet confirmed for Q7-1500D. Hikrobot is a HIKVISION subsidiary. CE marked.",
recVF2rebPvDJ8DSd,Mobile AMR,UniMover U 1500,EU,"oceaneering.com UniMover U 1500. Underride AMR, 1500kg, natural-feature nav.",true,rec8blP7rKmtibWcx,f85c0e60-3bf0-4619-baf8-7df38b02933a,,recnTAxyT2iOwjAAc,,
recVFJSFy3mQNmkbv,Tugger AGV,Linde P-MATIC,EU,"Automated tow tractor (tugger AGV). Specs cross-checked with official Linde/KION North America datasheet (P-MATIC, 11,000 lb). Towing capacity 3000-5000 kg (6,600-11,000 lb). Overall size 70×32-36 in = 1778mm × 813-914mm (width config-dependent; entry uses 914mm max). Travel speed 8 km/h (2.22 m/s) unloaded; 4.4 mph (≈2.0 m/s) loaded. Navigation: 'Laser Hybrid Navigation' = natural feature SLAM (no reflectors/floor tracks) + laser/3D-camera obstacle detection; laser scan height 98 in. Pulls 2-6 carts/trailers (max_trailers=6). Battery: NA datasheet 24V/270Ah sealed lead-acid (PbS); EU config up to ~500Ah — battery_type Lead-Acid (gel/sealed). Automated + manual auxiliary operation. Touchscreen user interface. Auto-charging optional. Compliance: ISO 3691-4, ANSI B56.5 Part III, Machinery Directive (CE), NFPA-70. Turning radius 1485mm. Maintenance-free three-phase drive. Fleet MATIC:move. VDA5050 not confirmed.

Source: https://www.linde-mh.com/en/Products/Automated-Trucks/P-Matic/",true,rec8aaW4EIEDGlEe0,74111dc3-1644-492f-a908-ac6b3cf837b7,,recz07YvRVfD4RrLd,"Automated tow tractor (tugger AGV). Specs cross-checked with official Linde/KION North America datasheet (P-MATIC, 11,000 lb). Towing capacity 3000-5000 kg (6,600-11,000 lb). Overall size 70×32-36 in = 1778mm × 813-914mm (width config-dependent; entry uses 914mm max). Travel speed 8 km/h (2.22 m/s) unloaded; 4.4 mph (≈2.0 m/s) loaded. Navigation: 'Laser Hybrid Navigation' = natural feature SLAM (no reflectors/floor tracks) + laser/3D-camera obstacle detection; laser scan height 98 in. Pulls 2-6 carts/trailers (max_trailers=6). Battery: NA datasheet 24V/270Ah sealed lead-acid (PbS); EU config up to ~500Ah — battery_type Lead-Acid (gel/sealed). Automated + manual auxiliary operation. Touchscreen user interface. Auto-charging optional. Compliance: ISO 3691-4, ANSI B56.5 Part III, Machinery Directive (CE), NFPA-70. Turning radius 1485mm. Maintenance-free three-phase drive. Fleet MATIC:move. VDA5050 not confirmed.",
recVWnyfxbA3dcqQF,Mobile AMR,AGILOX ODM 600/800,EU|Global,agilox.net/products,true,reczVbLhhjMOYTRDU,03893023-b951-441e-ae15-d15e0dccbc63,true,recQQXuI6G2tjJ9mO,Smallest AGILOX; up to 300kg; omnidirectional dolly/small-cart mover; X-SWARM,Direct|Dealer Network
recVkWQ82Rbq7mpqj,Mobile AMR,AGILOX OPS,EU|Global,mobile-robots.com/agilox (OPS platform),true,reczVbLhhjMOYTRDU,47589977-6434-4977-ac3d-f05aae9541ac,true,recPYYEv2IruB0AvQ,Platform vehicle for heavy loads in narrow aisles; standardised interface for custom load handling devices; X-SWARM,Direct|Dealer Network
