Stoarage Features;;stock lane, conveyor, stacking, destacking, rack, push back rack, double deep, gravity racks;"Block-stacking; Deep-stacking; Racking (VNA, wide aisle, drive-in)   ";"Block-stacking; Deep-stacking; Racking (VNA, wide aisle, drive-in)   ";"Racks; Totes; Pallets; High-density storage   ";"Racks; Totes; Pallets; High-density storage   ";"Racks; Totes; Pallets; High-density storage   ";"Racks; Totes; Pallets; High-density storage   ";"Racks; Totes; Pallets; High-density storage   ";"High-bay storage; Stacking; Racks   ";"High-bay storage; Stacking; Racks   ";"High-bay storage; Stacking; Racks   ";"High-bay storage; Stacking; Racks   ";"High-bay storage; Stacking; Racks   ";"Wide-aisle warehouses; Block warehouses; High-rack, narrow-aisle   ";"Wide-aisle warehouses; Block warehouses; High-rack, narrow-aisle   ";"Wide-aisle warehouses; Block warehouses; High-rack, narrow-aisle   ";"Wide-aisle warehouses; Block warehouses; High-rack, narrow-aisle   ";"Wide-aisle warehouses; Block warehouses; High-rack, narrow-aisle   ";"Selective storage; Drive-in; Easy Storage; Block-store   ";"Selective storage; Drive-in; Easy Storage; Block-store   ";"Selective storage; Drive-in; Easy Storage; Block-store   ";"Selective storage; Drive-in; Easy Storage; Block-store   ";"Selective storage; Drive-in; Easy Storage; Block-store   ";"Push back rack; Select rack; Drive in rack; Block stack storage   ";"Push back rack; Select rack; Drive in rack; Block stack storage   ";"Push back rack; Select rack; Drive in rack; Block stack storage   ";"Push back rack; Select rack; Drive in rack; Block stack storage   ";N/A;N/A;N/A;N/A;N/A;"Shelves; Pallets   ";"Shelves; Pallets   ";"Shelves; Pallets   ";"Shelves; Pallets   ";"Racking; Stacking; Elevated stations   ";"Racking; Stacking; Elevated stations   ";"Racking; Stacking; Elevated stations   ";"Racking; Stacking; Elevated stations   ";"Racking; Stacking; Elevated stations   "
Load types;;"standard pallets; special loads; box; individual boxes; individual heavy parts; big bags";"Pallets; Products and materials; Rolls   ";"Pallets; Products and materials; Rolls   ";"Totes; Racks; Pallets; Boxes; Individual heavy parts   ";"Totes; Racks; Pallets; Boxes; Individual heavy parts   ";"Totes; Racks; Pallets; Boxes; Individual heavy parts   ";"Totes; Racks; Pallets; Boxes; Individual heavy parts   ";"Totes; Racks; Pallets; Boxes; Individual heavy parts   ";"Open and closed pallets; Standard pallets; Custom load carriers   ";"Open and closed pallets; Standard pallets; Custom load carriers   ";"Open and closed pallets; Standard pallets; Custom load carriers   ";"Open and closed pallets; Standard pallets; Custom load carriers   ";"Open and closed pallets; Standard pallets; Custom load carriers   ";N/A;N/A;N/A;N/A;N/A;"Standard pallets; Large heavy rolls; Paper reels   ";"Standard pallets; Large heavy rolls; Paper reels   ";"Standard pallets; Large heavy rolls; Paper reels   ";"Standard pallets; Large heavy rolls; Paper reels   ";"Standard pallets; Large heavy rolls; Paper reels   ";"Pallets; Containers; Slip sheets; Finished goods; Raw material   ";"Pallets; Containers; Slip sheets; Finished goods; Raw material   ";"Carts; Pallets; Totes; Custom loads   ";"Pallets; Containers; Slip sheets; Finished goods; Raw material   ";"Carts; Pallets; Totes; Custom loads   ";"Carts; Pallets; Totes; Custom loads   ";"Carts; Pallets; Totes; Custom loads   ";"Carts; Pallets; Totes; Custom loads   ";"Carts; Pallets; Totes; Custom loads   ";"Carts; Shelves; Pallets; Custom goods   ";"Carts; Shelves; Pallets; Custom goods   ";"Carts; Shelves; Pallets; Custom goods   ";"Carts; Shelves; Pallets; Custom goods   ";"Euro pallet; Industrial pallet; Half pallet; Closed pallet; Boxes; Dollies; Custom load carriers   ";"Euro pallet; Industrial pallet; Half pallet; Closed pallet; Boxes; Dollies; Custom load carriers   ";"Euro pallet; Industrial pallet; Half pallet; Closed pallet; Boxes; Dollies; Custom load carriers   ";"Euro pallet; Industrial pallet; Half pallet; Closed pallet; Boxes; Dollies; Custom load carriers   ";"Euro pallet; Industrial pallet; Half pallet; Closed pallet; Boxes; Dollies; Custom load carriers   "
Company application description and key strenghts;;Builds AGVs mainly for pallet applications, focusing on transporting standard pallets mainly. Very digital mindsets, with openness to integrate in all kinds of other IT systems. The AGVs can be used in manual and are especially good at high heights and narrow aisles.;"Comprehensive intralogistics systems and technologies; Lifecycle services; Modernizations and upgrades; Strong partner with extensive experience   ";"Comprehensive intralogistics systems and technologies; Lifecycle services; Modernizations and upgrades; Strong partner with extensive experience   ";"Global leader in mobile robotics; Fast ROI (1-3 years); Quick implementation (1-3 months); High productivity (200-300% increase); Flexible and reliable   ";"Global leader in mobile robotics; Fast ROI (1-3 years); Quick implementation (1-3 months); High productivity (200-300% increase); Flexible and reliable   ";"Global leader in mobile robotics; Fast ROI (1-3 years); Quick implementation (1-3 months); High productivity (200-300% increase); Flexible and reliable   ";"Global leader in mobile robotics; Fast ROI (1-3 years); Quick implementation (1-3 months); High productivity (200-300% increase); Flexible and reliable   ";"Global leader in mobile robotics; Fast ROI (1-3 years); Quick implementation (1-3 months); High productivity (200-300% increase); Flexible and reliable   ";"Pioneering infrastructure-free navigation; Partnership with OEM forklift manufacturers (Linde, Hyster-Yale); Dual driving mode   ";"Pioneering infrastructure-free navigation; Partnership with OEM forklift manufacturers (Linde, Hyster-Yale); Dual driving mode   ";"Pioneering infrastructure-free navigation; Partnership with OEM forklift manufacturers (Linde, Hyster-Yale); Dual driving mode   ";"Pioneering infrastructure-free navigation; Partnership with OEM forklift manufacturers (Linde, Hyster-Yale); Dual driving mode   ";"Pioneering infrastructure-free navigation; Partnership with OEM forklift manufacturers (Linde, Hyster-Yale); Dual driving mode   ";"Customized solutions; Uses automated versions of standard production trucks; Dual-mode operation; Scalable   ";"Customized solutions; Uses automated versions of standard production trucks; Dual-mode operation; Scalable   ";"Customized solutions; Uses automated versions of standard production trucks; Dual-mode operation; Scalable   ";"Customized solutions; Uses automated versions of standard production trucks; Dual-mode operation; Scalable   ";"Customized solutions; Uses automated versions of standard production trucks; Dual-mode operation; Scalable   ";"Pioneering integrated solutions since 1980; Strong focus on food, beverage, and tissue sectors; End-to-end automation; Over 9000 LGVs installed worldwide   ";"Pioneering integrated solutions since 1980; Strong focus on food, beverage, and tissue sectors; End-to-end automation; Over 9000 LGVs installed worldwide   ";"Pioneering integrated solutions since 1980; Strong focus on food, beverage, and tissue sectors; End-to-end automation; Over 9000 LGVs installed worldwide   ";"Pioneering integrated solutions since 1980; Strong focus on food, beverage, and tissue sectors; End-to-end automation; Over 9000 LGVs installed worldwide   ";"Pioneering integrated solutions since 1980; Strong focus on food, beverage, and tissue sectors; End-to-end automation; Over 9000 LGVs installed worldwide   ";"Provides solutions for demanding material handling challenges (e.g., freezers, hospitals, trailer loading); Unified software platform (mōt.OS); Over 35 years of experience   ";"Provides solutions for demanding material handling challenges (e.g., freezers, hospitals, trailer loading); Unified software platform (mōt.OS); Over 35 years of experience   ";"Provides solutions for demanding material handling challenges (e.g., freezers, hospitals, trailer loading); Unified software platform (mōt.OS); Over 35 years of experience   ";"Provides solutions for demanding material handling challenges (e.g., freezers, hospitals, trailer loading); Unified software platform (mōt.OS); Over 35 years of experience   ";"Full-line solutions provider with trusted equipment; Focus on reliability, durability, and safety; Evolutionary approach with new technologies   ";"Full-line solutions provider with trusted equipment; Focus on reliability, durability, and safety; Evolutionary approach with new technologies   ";"Full-line solutions provider with trusted equipment; Focus on reliability, durability, and safety; Evolutionary approach with new technologies   ";"Full-line solutions provider with trusted equipment; Focus on reliability, durability, and safety; Evolutionary approach with new technologies   ";"Full-line solutions provider with trusted equipment; Focus on reliability, durability, and safety; Evolutionary approach with new technologies   ";"Pure-play AMR specialist; Versatile solutions for internal transportation; Easy to use and implement (""Plug & Perform""); Rapid payback (1-2 years); Can be equipped for cleanrooms and ESD environments   ";"Pure-play AMR specialist; Versatile solutions for internal transportation; Easy to use and implement (""Plug & Perform""); Rapid payback (1-2 years); Can be equipped for cleanrooms and ESD environments   ";"Pure-play AMR specialist; Versatile solutions for internal transportation; Easy to use and implement (""Plug & Perform""); Rapid payback (1-2 years); Can be equipped for cleanrooms and ESD environments   ";"Pure-play AMR specialist; Versatile solutions for internal transportation; Easy to use and implement (""Plug & Perform""); Rapid payback (1-2 years); Can be equipped for cleanrooms and ESD environments   ";"X-SWARM Technology (decentralized intelligence); Omnidirectional movement for maximum flexibility; Fast implementation (""Plug & Perform""); Offers solutions for various load types and heights   ";"X-SWARM Technology (decentralized intelligence); Omnidirectional movement for maximum flexibility; Fast implementation (""Plug & Perform""); Offers solutions for various load types and heights   ";"X-SWARM Technology (decentralized intelligence); Omnidirectional movement for maximum flexibility; Fast implementation (""Plug & Perform""); Offers solutions for various load types and heights   ";"X-SWARM Technology (decentralized intelligence); Omnidirectional movement for maximum flexibility; Fast implementation (""Plug & Perform""); Offers solutions for various load types and heights   ";"X-SWARM Technology (decentralized intelligence); Omnidirectional movement for maximum flexibility; Fast implementation (""Plug & Perform""); Offers solutions for various load types and heights   "
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
